Age,Revenu_Mensuel_Estime,Score_Fidelite,Sensibilite_Promo,Panier_Moyen,Frequence_Achat_Mois,Temps_Session_Sec,Score_Tech_Device,Taux_Abandon_Panier,Note_Satisfaction,Nombre_Pages_Vues,Jours_Depuis_Dernier_Achat
73,4552.79,81,0.15,704.15,2,565.06,1.0,0.5,4,18,74
25,4012.41,22,0.17,637.85,1,187.93,1.0,0.36,4,6,247
24,3192.1,60,0.94,523.35,1,245.96,0.0,0.33,4,8,127
20,5543.77,37,0.07,768.63,2,13.92,0.0,0.28,5,0,197
34,4606.36,95,0.53,697.85,3,355.24,0.0,0.21,5,11,27
50,4266.37,93,0.41,675.57,3,450.1,0.0,0.3,2,15,31
65,5125.95,54,0.56,732.08,2,482.95,1.0,0.34,4,16,149
29,4008.52,52,0.54,509.15,2,90.09,1.0,0.28,5,3,156
68,5817.96,10,0.29,909.37,1,366.93,1.0,0.61,5,12,289
39,5176.39,76,0.38,730.1,3,325.45,0.0,0.48,3,10,74
72,7024.94,57,0.0,1149.17,1,452.91,1.0,0.72,4,15,144
39,4488.97,38,0.21,529.43,2,636.76,0.0,0.21,1,21,188
63,5975.22,94,0.2,965.56,3,334.39,0.0,0.5,2,11,29
47,5306.44,15,0.03,822.89,1,533.87,0.0,0.17,2,17,273
55,5298.77,29,0.0,847.83,1,459.79,1.0,0.42,5,15,227
55,4992.35,12,0.4,627.74,1,222.2,0.0,0.31,2,7,270
62,5621.5,91,0.24,770.86,4,502.82,1.0,0.28,4,16,44
68,5066.8,98,0.56,874.87,2,274.96,0.0,0.41,3,9,8
71,4705.65,53,0.58,807.39,1,609.9,1.0,0.33,4,20,143
25,5444.05,17,0.42,1039.53,1,87.96,0.0,0.51,4,2,252
44,4975.62,49,0.48,757.68,4,543.78,0.0,0.29,4,18,162
44,5033.22,28,0.21,769.3,1,347.88,1.0,0.28,5,11,219
51,4823.5,82,0.49,778.39,3,360.11,0.0,0.42,4,12,69
38,5018.2,3,0.25,772.01,1,353.87,0.0,0.3,5,11,294
47,4700.13,62,0.53,688.06,3,144.5,1.0,0.32,5,4,133
50,3482.84,36,1.0,585.52,1,380.04,1.0,0.37,4,12,196
45,4265.4,35,0.0,586.28,4,456.53,0.0,0.27,3,15,197
64,6157.6,19,0.38,1039.62,1,490.59,0.0,0.47,4,16,262
50,4406.41,77,0.46,523.28,2,627.32,0.0,0.18,2,20,77
22,2047.28,18,0.62,291.81,1,160.84,0.0,0.12,4,5,250
65,5306.63,38,0.49,644.87,1,368.53,0.0,0.17,4,12,193
36,2709.32,6,0.41,434.34,1,412.45,0.0,0.26,4,13,295
21,3531.61,26,0.97,586.08,1,76.75,1.0,0.33,4,2,234
52,6265.39,29,0.43,1001.82,1,476.24,1.0,0.46,5,15,227
66,4368.27,76,0.34,549.42,4,157.33,0.0,0.14,5,5,83
34,5007.98,96,0.0,812.65,4,358.21,0.0,0.43,5,11,20
61,7154.83,97,0.0,1028.65,3,447.24,1.0,0.62,4,14,14
45,6073.01,35,0.53,852.22,1,386.91,1.0,0.58,4,12,205
47,4652.38,99,0.8,581.14,5,259.81,1.0,0.21,5,8,18
46,3924.79,23,0.46,454.49,1,360.46,1.0,0.24,2,12,243
63,5694.89,63,0.43,899.06,2,249.52,0.0,0.47,5,8,128
70,5988.73,97,0.17,860.01,3,491.74,1.0,0.39,4,16,17
23,4841.63,96,0.34,688.87,4,203.9,0.0,0.15,4,6,13
52,5131.17,24,0.18,749.56,1,111.84,1.0,0.23,3,3,228
58,5722.69,85,0.56,867.62,4,355.86,0.0,0.35,5,11,50
54,4251.05,10,0.33,529.88,1,685.51,0.0,0.27,2,22,275
41,5379.67,64,0.41,814.4,4,322.36,1.0,0.3,4,10,121
46,3563.95,37,0.59,485.59,1,449.01,1.0,0.21,4,14,199
66,5012.48,91,0.9,920.24,3,647.79,1.0,0.56,1,21,37
63,6120.85,88,0.24,976.18,4,516.98,1.0,0.63,5,17,55
70,7090.95,15,0.01,1076.3,1,320.1,1.0,0.58,4,10,271
48,5603.85,46,0.15,611.45,1,383.66,0.0,0.3,2,12,167
52,5047.61,8,0.55,540.86,1,297.46,0.0,0.31,4,9,290
50,4976.86,20,0.78,598.26,1,394.07,0.0,0.4,5,13,244
69,4852.15,13,0.76,943.9,1,382.23,1.0,0.39,2,12,263
38,4150.57,96,0.38,717.42,5,449.24,1.0,0.43,3,14,21
49,3044.19,20,0.78,444.1,1,334.56,1.0,0.21,4,11,245
40,6258.97,41,0.01,1036.46,2,385.65,1.0,0.45,3,12,191
50,7216.21,20,0.09,1133.86,1,278.26,0.0,0.63,1,9,259
20,1857.19,65,0.49,422.3,3,264.17,0.0,0.17,3,8,120
35,2965.82,18,0.64,412.55,3,394.44,0.0,0.29,2,13,258
42,6042.38,19,0.04,936.13,2,479.62,0.0,0.35,2,15,254
59,4575.28,2,0.41,673.66,1,145.82,1.0,0.24,4,4,313
48,6305.11,34,0.48,1017.38,1,438.78,1.0,0.57,4,14,212
71,6593.9,82,0.01,1018.19,3,281.48,1.0,0.58,4,9,65
20,3479.11,14,0.48,491.31,1,49.25,0.0,0.26,4,1,266
57,6224.7,17,0.41,999.73,1,451.94,0.0,0.43,5,15,258
63,5483.38,21,0.24,866.49,1,340.58,1.0,0.58,3,11,238
41,4585.96,56,0.19,727.84,2,294.31,1.0,0.42,3,9,139
67,6208.62,92,0.14,937.41,3,524.75,0.0,0.59,4,17,34
49,5752.1,58,0.29,724.81,2,453.27,1.0,0.29,2,15,144
64,6562.34,58,0.3,1018.81,1,305.79,1.0,0.57,4,10,143
39,6915.07,16,0.0,815.07,1,434.57,0.0,0.29,4,14,270
40,4964.63,10,0.49,635.24,1,377.07,1.0,0.26,4,12,276
19,5052.87,1,0.41,890.46,1,149.38,0.0,0.34,3,4,302
44,6025.06,9,0.0,795.45,1,419.64,0.0,0.14,2,13,286
59,6045.03,85,0.19,951.96,1,525.18,1.0,0.25,5,17,48
19,3232.48,16,0.62,638.17,1,129.59,0.0,0.15,4,4,255
43,5816.92,89,0.1,904.74,4,270.37,1.0,0.74,5,9,45
34,4805.84,46,0.19,752.75,4,108.08,0.0,0.28,5,3,179
57,3991.29,66,0.49,489.43,3,371.83,1.0,0.28,5,12,112
50,6013.68,37,0.24,1040.49,1,243.53,1.0,0.62,5,8,208
26,2413.8,50,0.27,352.81,3,103.26,0.0,0.0,3,3,156
60,6047.58,21,0.1,946.67,1,363.79,1.0,0.45,1,12,247
71,5287.89,83,0.18,825.38,4,416.91,1.0,0.39,4,13,52
65,5763.26,98,0.01,787.23,7,154.65,0.0,0.48,3,5,7
56,3845.88,58,0.69,672.37,3,271.5,1.0,0.23,5,9,142
46,4116.08,78,0.67,745.88,3,411.66,0.0,0.42,3,13,76
59,4836.52,9,0.1,862.32,1,364.51,1.0,0.39,4,12,291
72,5727.71,32,0.25,660.38,2,352.94,1.0,0.22,4,11,211
43,4125.26,86,0.57,607.41,2,417.8,1.0,0.28,4,13,42
52,5427.84,5,0.52,726.31,1,199.6,0.0,0.38,4,6,285
67,6156.97,30,0.4,1032.12,1,480.94,1.0,0.59,3,16,212
42,4233.47,25,0.4,747.82,1,274.84,0.0,0.49,5,9,232
41,4679.05,12,0.43,824.5,1,428.66,1.0,0.36,4,14,267
30,4731.55,15,0.63,667.08,1,190.58,0.0,0.27,5,6,274
24,1715.46,35,0.7,386.79,2,191.62,0.0,0.23,5,6,212
74,6402.16,92,0.02,1017.19,5,690.68,1.0,0.46,4,23,40
53,4478.28,86,0.67,659.03,4,442.53,1.0,0.35,5,14,61
62,2816.22,75,0.44,561.32,5,330.18,0.0,0.36,5,11,89
37,4088.18,35,0.14,691.1,2,509.4,0.0,0.22,4,16,208
18,2712.21,44,0.72,199.48,1,186.23,0.0,0.0,5,6,181
25,3530.74,24,0.7,380.92,1,95.6,0.0,0.01,4,3,241
63,5987.06,23,0.5,832.48,1,424.66,0.0,0.53,4,14,244
33,5170.49,90,0.49,797.99,4,464.1,0.0,0.47,3,15,36
31,5529.61,96,0.47,988.99,3,330.11,1.0,0.5,3,11,29
29,5510.71,18,0.09,967.1,1,184.64,1.0,0.58,5,6,257
68,4683.47,64,0.49,680.87,3,388.86,1.0,0.49,5,12,118
40,5809.99,28,0.39,872.86,1,137.35,1.0,0.32,3,4,234
32,3056.68,92,0.5,326.69,4,478.04,1.0,0.15,4,15,31
45,5858.03,44,0.27,982.26,1,485.43,1.0,0.35,1,16,182
51,5611.05,61,0.53,879.37,2,288.91,1.0,0.62,4,9,118
19,3930.67,42,0.68,573.27,1,114.31,1.0,0.45,5,3,178
49,4073.73,16,0.73,561.55,1,345.23,1.0,0.33,4,11,266
40,5797.55,59,0.17,932.06,3,290.91,1.0,0.54,2,9,125
39,3552.37,93,0.86,585.88,5,388.39,0.0,0.21,4,12,30
68,5697.42,24,0.18,895.39,1,545.78,1.0,0.61,5,18,245
42,4747.94,96,0.11,946.94,5,314.55,1.0,0.41,4,10,23
39,2862.17,33,0.62,503.93,1,360.99,1.0,0.23,1,12,207
39,4709.0,40,0.39,706.47,1,534.0,1.0,0.16,3,17,198
66,4544.62,13,0.26,826.5,1,575.58,1.0,0.4,3,19,270
69,7200.83,56,0.18,911.37,3,207.9,1.0,0.43,2,6,144
59,8063.85,25,0.48,1323.78,1,417.29,1.0,0.67,5,13,235
23,3186.2,17,0.7,514.75,1,156.66,1.0,0.23,4,5,263
32,3887.01,19,0.69,604.4,1,227.96,1.0,0.32,2,7,248
71,6006.36,70,0.4,897.78,4,378.46,1.0,0.44,3,12,103
60,3339.42,29,0.46,512.65,5,399.23,1.0,0.16,5,13,219
54,6803.44,28,0.0,982.07,1,494.55,0.0,0.43,4,16,227
50,4681.29,65,0.39,691.72,1,206.39,1.0,0.11,5,6,118
25,3600.22,11,0.55,391.4,1,141.14,0.0,0.21,5,4,275
70,6489.68,20,0.45,952.64,1,339.92,1.0,0.26,2,11,240
61,5524.97,73,0.16,816.43,3,496.32,0.0,0.37,4,16,93
61,5604.5,33,0.31,856.97,1,496.14,0.0,0.26,2,16,210
22,4723.57,37,0.41,663.25,1,85.89,1.0,0.43,4,2,207
56,5114.96,96,0.3,889.29,5,448.16,0.0,0.36,4,14,22
21,2716.54,69,0.77,412.28,3,238.98,0.0,0.34,5,7,112
23,5144.01,59,0.4,814.18,3,327.34,0.0,0.33,5,10,128
62,4894.51,84,0.66,682.36,3,533.51,0.0,0.31,5,17,61
49,4429.25,55,0.48,659.87,1,307.97,1.0,0.24,3,10,135
69,5990.75,58,0.0,948.45,2,584.9,0.0,0.4,3,19,145
47,3573.86,55,0.35,653.14,2,310.79,0.0,0.31,3,10,145
64,5799.27,91,0.17,960.65,4,371.06,1.0,0.52,5,12,36
52,6027.56,57,0.0,824.99,1,512.58,1.0,0.23,4,17,135
72,7459.9,72,0.0,1119.92,3,454.55,1.0,0.45,1,15,84
57,6020.15,84,0.44,952.08,3,353.56,1.0,0.48,4,11,60
69,6833.02,73,0.0,910.58,4,422.01,0.0,0.6,5,14,90
33,3680.47,54,0.64,458.69,3,482.41,0.0,0.17,1,16,156
30,5025.37,28,0.11,744.91,1,596.43,0.0,0.46,3,19,221
67,5488.88,79,0.31,747.75,3,614.7,0.0,0.28,4,20,75
59,6519.44,82,0.18,1220.67,3,534.5,0.0,0.55,2,17,65
47,4982.56,31,0.43,686.93,1,430.58,1.0,0.34,5,14,225
36,5517.57,11,0.02,920.54,2,394.77,0.0,0.4,4,13,286
34,4521.3,23,0.64,745.5,1,183.68,0.0,0.31,2,6,239
73,5152.6,41,0.27,821.94,3,579.34,1.0,0.57,2,19,183
36,4479.58,64,0.26,567.09,3,432.79,0.0,0.26,4,14,120
45,4469.25,46,0.53,690.51,3,484.39,1.0,0.39,4,16,168
72,7177.22,42,0.1,1358.9,5,386.38,1.0,0.69,3,12,193
43,3363.91,41,0.44,535.88,1,268.71,1.0,0.24,5,8,185
54,3482.72,96,0.48,513.92,5,441.63,0.0,0.28,3,14,21
43,5012.19,45,0.0,708.99,1,407.54,1.0,0.41,1,13,183
70,5476.67,12,0.28,735.11,1,434.88,1.0,0.39,5,14,269
40,3454.31,28,0.48,572.72,1,413.94,1.0,0.18,4,13,226
26,4004.83,1,0.41,683.5,1,185.23,0.0,0.38,3,6,307
29,4426.26,56,0.29,784.72,4,102.06,1.0,0.18,4,3,146
70,7028.54,63,0.24,964.17,2,530.75,1.0,0.27,1,17,117
18,1867.25,39,0.85,282.15,3,188.8,0.0,0.11,5,6,187
18,3905.45,10,0.57,651.82,1,245.54,0.0,0.48,3,8,276
64,7201.26,50,0.0,887.83,1,463.93,0.0,0.46,4,15,166
51,6633.99,50,0.04,1047.0,1,499.59,1.0,0.31,1,16,153
49,5052.38,74,0.0,615.11,5,527.85,0.0,0.32,5,17,82
71,5249.08,94,0.43,688.78,3,407.27,1.0,0.5,4,13,30
65,5330.49,4,0.6,851.0,1,525.68,1.0,0.43,4,17,297
42,3695.2,54,0.12,441.44,1,371.22,0.0,0.25,3,12,150
57,4838.58,48,0.59,616.82,2,583.23,1.0,0.4,4,19,170
62,5558.28,66,0.54,1040.92,3,399.08,0.0,0.63,5,13,104
70,6270.58,53,0.04,788.25,3,226.85,1.0,0.49,5,7,157
18,4573.4,81,0.95,824.43,3,108.11,0.0,0.4,5,3,71
33,4209.4,93,0.29,691.08,3,380.55,1.0,0.44,2,12,32
56,5055.45,20,0.27,834.97,1,320.44,0.0,0.25,4,10,247
22,4756.43,74,0.36,930.81,1,216.6,0.0,0.56,5,7,93
39,4216.89,76,0.58,601.26,2,404.47,0.0,0.32,4,13,85
46,5538.7,76,0.14,955.76,4,521.95,0.0,0.52,2,17,89
72,4228.12,59,0.37,395.34,2,352.94,1.0,0.11,4,11,126
20,4267.08,66,0.2,773.7,3,174.29,0.0,0.43,3,5,114
29,6273.21,15,0.24,913.57,1,288.47,0.0,0.38,5,9,258
43,3793.51,25,0.79,578.25,1,445.88,1.0,0.49,3,14,237
33,5753.1,77,0.24,829.91,2,411.96,0.0,0.36,5,13,75
68,6413.94,3,0.34,938.85,1,138.61,1.0,0.39,3,4,300
54,6034.62,89,0.17,713.53,4,542.49,0.0,0.17,5,18,47
39,5229.57,14,0.65,910.4,1,452.47,0.0,0.53,5,15,269
74,5324.76,20,0.35,805.75,1,444.3,0.0,0.3,2,14,259
46,3536.53,59,0.35,319.43,3,413.06,1.0,0.17,4,13,123
31,4714.49,40,0.43,756.97,1,284.84,0.0,0.4,3,9,180
45,4677.21,76,0.37,576.68,3,562.63,1.0,0.34,4,18,87
22,2487.9,76,0.64,506.58,3,157.14,1.0,0.35,4,5,74
64,5106.09,37,0.44,851.8,1,89.53,1.0,0.44,5,2,204
66,4586.01,57,0.12,511.81,1,347.88,0.0,0.46,4,11,130
47,6797.83,17,0.11,1060.28,1,387.6,0.0,0.57,5,12,249
63,6361.8,47,0.42,851.21,1,315.01,0.0,0.49,4,10,168
69,4782.09,63,0.66,753.4,2,184.32,0.0,0.29,1,6,123
22,4381.47,79,0.31,709.31,5,122.25,1.0,0.46,4,4,64
29,3001.51,47,0.3,463.53,1,190.22,1.0,0.35,4,6,176
33,2502.02,74,0.99,466.45,6,254.56,1.0,0.3,4,8,97
43,4021.6,89,0.32,882.43,6,400.86,1.0,0.38,4,13,35
43,4569.36,64,0.34,729.62,4,182.03,1.0,0.33,4,6,109
65,5982.61,95,0.09,1083.89,4,191.39,0.0,0.57,2,6,18
38,5389.87,64,0.31,913.18,2,440.82,0.0,0.53,5,14,121
56,4882.11,51,0.27,820.17,1,448.16,1.0,0.73,5,14,164
53,5793.72,47,0.44,891.93,2,292.63,1.0,0.57,4,9,176
50,3402.44,6,0.72,475.04,1,415.04,1.0,0.27,5,13,296
47,6346.16,61,0.0,999.54,2,316.68,0.0,0.28,5,10,117
54,3597.33,13,0.24,629.07,1,261.09,0.0,0.4,4,8,271
40,4106.14,17,0.26,495.13,2,411.65,1.0,0.21,2,13,250
27,3375.59,12,0.45,439.82,1,130.84,1.0,0.22,3,4,273
71,4402.75,88,0.57,628.13,3,329.15,1.0,0.33,4,10,41
22,4211.11,76,0.54,694.91,3,77.44,1.0,0.4,4,2,83
53,6827.09,99,0.46,1186.33,4,380.38,0.0,0.59,2,12,22
51,3226.06,16,0.46,402.39,1,340.73,1.0,0.16,5,11,254
69,3467.81,36,0.35,459.71,2,553.23,1.0,0.14,5,18,203
48,4045.23,48,0.49,503.38,2,536.74,1.0,0.18,3,17,175
27,3844.79,93,0.17,502.78,4,179.64,0.0,0.37,4,5,34
36,5206.71,80,0.37,766.16,4,263.78,0.0,0.44,4,8,61
49,4480.05,9,0.32,733.51,1,456.93,1.0,0.21,3,15,289
18,1876.68,79,1.0,291.06,4,134.27,0.0,0.22,3,4,75
73,7203.11,97,0.06,1079.4,4,294.35,0.0,0.57,5,9,21
22,2965.3,22,1.0,579.63,1,103.02,0.0,0.28,4,3,251
62,6110.57,14,0.32,899.63,1,481.82,1.0,0.52,5,16,272
21,2701.8,70,0.81,401.66,4,175.08,0.0,0.37,4,5,99
33,4136.62,34,0.57,648.18,1,361.91,0.0,0.38,3,12,199
41,4995.77,81,0.07,757.84,3,198.75,0.0,0.44,4,6,71
33,3463.88,78,0.84,516.19,5,580.25,1.0,0.11,5,19,74
72,6304.87,57,0.37,866.96,2,476.56,1.0,0.32,1,15,131
19,3401.44,42,0.59,396.41,2,244.63,0.0,0.13,3,8,174
66,5183.36,23,0.07,817.46,1,271.61,0.0,0.27,5,9,231
45,6308.58,38,0.0,876.42,1,495.37,0.0,0.38,3,16,203
49,5315.02,58,0.28,735.26,4,525.54,1.0,0.39,4,17,143
44,5248.66,72,0.52,723.14,2,267.48,0.0,0.32,4,8,91
37,5216.51,72,0.36,854.38,3,560.0,1.0,0.52,4,18,85
41,5215.87,32,0.41,697.98,2,641.25,1.0,0.36,3,21,205
29,4516.72,33,0.74,515.7,2,200.55,0.0,0.38,4,6,215
67,6920.47,22,0.31,1033.84,2,406.43,1.0,0.31,3,13,238
52,4142.69,55,0.62,571.2,1,339.5,1.0,0.2,1,11,137
50,5148.16,44,0.49,751.96,3,444.0,0.0,0.39,2,14,182
50,4690.27,95,0.5,752.71,5,391.21,0.0,0.32,2,13,26
68,5861.05,20,0.39,959.85,1,363.58,1.0,0.53,3,12,241
60,4701.62,63,0.51,604.16,1,287.46,1.0,0.17,3,9,130
54,3537.32,85,0.67,441.43,5,534.58,1.0,0.23,3,17,60
29,4960.11,1,1.0,593.8,1,146.82,0.0,0.26,3,4,299
20,6212.72,43,0.2,912.67,1,59.67,1.0,0.38,4,1,179
18,4796.23,8,0.0,828.55,1,249.12,0.0,0.47,4,8,276
50,5867.23,89,0.05,859.21,3,481.83,0.0,0.44,2,16,51
57,5535.08,83,0.53,800.22,4,364.81,0.0,0.44,1,12,59
27,3925.11,40,0.59,445.65,2,169.59,0.0,0.29,3,5,188
60,5304.46,78,0.28,797.17,4,432.55,1.0,0.28,4,14,75
61,5331.9,39,0.42,587.98,2,506.51,1.0,0.44,1,16,193
46,4192.13,57,0.66,668.07,2,550.79,1.0,0.23,5,18,147
30,2545.18,99,0.79,626.87,4,55.67,1.0,0.24,3,1,8
29,4358.84,84,0.74,547.76,4,273.87,0.0,0.35,4,9,51
48,4641.35,78,0.8,718.36,3,342.23,0.0,0.34,2,11,85
63,6659.27,22,0.35,958.78,1,428.48,1.0,0.61,4,14,235
19,4499.45,68,0.43,874.06,3,158.67,0.0,0.32,4,5,97
68,3688.45,33,0.81,253.15,1,276.07,0.0,0.2,3,9,211
67,7393.77,23,0.0,1135.61,1,594.49,0.0,0.6,4,19,246
52,4563.98,25,0.2,621.97,1,307.18,1.0,0.32,5,10,243
40,4238.97,71,0.24,755.75,4,547.42,1.0,0.3,3,18,102
34,2682.77,7,0.61,251.37,1,354.2,1.0,0.32,3,11,280
43,4986.5,69,0.16,754.56,3,408.62,1.0,0.36,4,13,101
25,4411.17,89,0.52,844.69,4,184.61,0.0,0.41,5,6,35
46,6553.95,33,0.31,901.38,1,661.25,1.0,0.33,4,22,201
43,5570.98,51,0.67,927.6,1,701.27,1.0,0.48,3,23,157
27,3576.3,43,0.48,524.14,3,120.7,0.0,0.46,4,4,177
43,2947.17,90,0.86,279.93,5,458.65,1.0,0.05,4,15,30
51,4463.87,78,0.5,509.38,3,445.54,0.0,0.32,5,14,78
68,6763.94,81,0.3,1002.72,3,499.07,0.0,0.55,5,16,64
58,4922.54,65,0.76,812.24,4,427.56,0.0,0.41,3,14,105
24,2866.07,24,0.81,585.43,1,168.41,0.0,0.24,3,5,229
21,4009.19,47,0.35,701.31,2,142.53,0.0,0.22,4,4,166
70,5465.44,8,0.09,801.68,1,323.75,0.0,0.5,4,10,286
67,5223.53,15,0.06,712.15,1,360.29,1.0,0.41,3,12,274
62,4731.68,68,0.06,709.74,1,396.05,0.0,0.44,5,13,99
28,4229.0,24,0.38,577.03,1,176.28,0.0,0.27,4,5,236
46,5865.69,43,0.31,606.45,2,632.0,1.0,0.41,3,21,182
73,6434.21,86,0.2,950.43,5,364.21,1.0,0.39,4,12,43
53,3192.69,3,0.48,481.13,1,433.81,0.0,0.34,5,14,299
42,6231.1,94,0.0,847.91,4,378.68,1.0,0.48,5,12,28
38,5271.42,43,0.6,584.97,1,476.61,1.0,0.25,5,15,189
74,6263.87,82,0.08,943.69,4,275.74,0.0,0.57,4,9,67
53,5544.47,71,0.41,841.13,4,580.69,1.0,0.3,2,19,103
27,4664.6,35,0.21,613.3,1,201.83,0.0,0.43,4,6,210
54,5549.18,40,0.0,1028.42,1,597.18,1.0,0.43,4,19,191
26,3078.7,16,0.52,458.03,1,241.55,0.0,0.19,5,8,271
41,5147.53,68,0.47,686.24,1,393.01,0.0,0.39,4,13,114
52,5242.99,18,0.01,902.83,2,264.39,1.0,0.39,5,8,257
66,6057.94,15,0.18,809.73,1,385.08,1.0,0.47,3,12,273
52,4444.2,60,0.42,760.99,4,689.74,0.0,0.33,4,22,130
65,6691.69,10,0.08,1074.17,1,221.6,0.0,0.24,5,7,278
53,4559.16,1,0.18,569.95,1,286.26,0.0,0.27,5,9,299
35,4351.77,4,0.43,791.43,1,462.98,0.0,0.49,4,15,305
66,5132.17,98,0.22,740.79,4,355.66,1.0,0.36,2,11,25
56,4242.43,63,0.18,585.76,2,564.03,1.0,0.3,3,18,117
49,5675.66,16,0.53,778.55,1,413.81,1.0,0.45,5,13,270
41,4139.0,60,0.68,495.12,2,600.82,0.0,0.17,2,20,139
40,4746.31,78,0.28,750.26,3,601.01,1.0,0.15,2,20,66
49,3570.19,86,0.43,559.19,3,324.74,1.0,0.26,4,10,46
54,3342.14,53,0.56,401.48,2,538.58,0.0,0.34,2,17,153
29,5890.42,42,0.43,852.1,3,145.14,0.0,0.32,5,4,174
66,7226.44,81,0.36,917.71,2,388.79,1.0,0.33,3,12,59
72,5275.6,36,0.05,889.83,2,270.48,1.0,0.58,2,9,209
30,4655.56,66,0.61,630.13,2,479.05,0.0,0.23,4,15,119
40,4154.11,33,0.5,552.71,1,437.76,0.0,0.16,4,14,207
42,5347.5,87,0.3,848.54,5,382.13,1.0,0.41,4,12,39
52,3998.23,65,0.26,503.95,3,458.21,0.0,0.28,2,15,107
58,4142.54,83,0.45,716.4,4,487.84,1.0,0.53,5,16,56
47,4901.64,71,0.36,759.32,2,483.75,0.0,0.4,4,16,102
34,4742.31,27,0.34,692.73,1,578.26,0.0,0.22,4,19,229
66,4941.78,57,0.35,546.28,2,513.89,0.0,0.26,5,17,138
37,3175.48,72,0.82,750.38,4,451.89,0.0,0.3,2,15,100
65,6858.41,29,0.21,775.94,1,283.03,0.0,0.37,4,9,218
42,4215.66,59,0.67,507.52,3,462.91,0.0,0.34,4,15,124
39,4105.84,53,0.2,656.16,2,430.18,1.0,0.03,3,14,144
30,5432.63,74,0.25,785.5,4,431.85,0.0,0.27,4,14,81
36,6681.58,84,0.07,1201.75,3,218.71,0.0,0.49,4,7,60
66,5967.58,51,0.37,952.37,2,526.25,1.0,0.35,4,17,152
53,5999.6,78,0.3,803.66,4,259.75,1.0,0.3,3,8,74
29,3021.83,59,0.78,635.06,2,156.05,0.0,0.34,5,5,141
58,6050.85,48,0.56,954.35,3,486.81,1.0,0.57,3,16,174
36,5294.42,90,0.38,829.35,5,222.64,0.0,0.55,4,7,45
29,3202.6,44,0.59,518.51,2,219.05,1.0,0.36,2,7,170
26,3505.31,89,0.51,696.25,5,193.23,1.0,0.31,4,6,34
24,5183.21,52,0.0,808.45,1,175.52,1.0,0.25,3,5,155
45,4523.84,51,0.18,621.14,2,390.66,0.0,0.51,5,13,163
31,5663.99,63,0.0,839.09,3,329.83,0.0,0.29,5,10,114
48,4939.37,85,0.27,646.12,3,550.57,0.0,0.32,3,18,56
69,5730.81,37,0.21,954.79,1,528.83,1.0,0.64,4,17,202
36,5416.3,70,0.67,618.55,3,566.51,0.0,0.24,1,18,96
64,7612.65,3,0.07,1270.74,1,390.54,0.0,0.47,4,13,310
33,4979.75,48,0.41,638.44,3,716.71,0.0,0.27,5,23,171
70,5974.8,66,0.1,856.57,4,470.01,0.0,0.38,3,15,117
22,5146.5,24,0.33,682.52,1,142.64,0.0,0.22,3,4,246
52,6415.73,84,0.0,862.41,1,496.57,0.0,0.51,5,16,64
29,4694.63,63,0.54,744.5,2,200.5,1.0,0.47,5,6,123
42,5058.38,23,0.29,832.95,1,333.59,1.0,0.42,5,11,239
69,6461.26,64,0.0,1021.28,2,409.68,1.0,0.43,4,13,116
38,3089.91,51,0.58,259.34,2,523.94,0.0,0.31,2,17,150
53,4073.03,50,0.62,676.47,2,181.99,1.0,0.19,4,6,150
70,6040.78,70,0.4,808.29,4,240.31,0.0,0.36,4,8,109
40,3829.71,24,0.88,707.97,2,248.62,0.0,0.41,3,8,246
33,4356.36,68,0.43,792.57,3,233.02,0.0,0.46,4,7,112
74,6163.52,49,0.0,843.12,2,415.79,0.0,0.58,3,13,171
56,4258.04,11,0.54,392.72,1,432.27,1.0,0.42,4,14,268
62,6076.34,99,0.44,897.71,5,526.34,1.0,0.48,2,17,16
70,3896.91,19,0.61,554.01,1,354.16,0.0,0.27,2,11,245
59,5038.32,53,0.4,815.97,1,416.59,0.0,0.34,5,13,146
56,3707.21,11,0.68,586.55,1,369.39,1.0,0.25,4,12,281
31,3917.77,27,0.44,653.34,2,190.34,1.0,0.34,2,6,225
48,5876.25,49,0.28,841.69,1,363.3,0.0,0.41,4,12,163
22,3138.11,18,0.66,608.82,1,123.29,0.0,0.24,4,4,265
52,3056.41,53,0.09,515.42,2,400.07,1.0,0.41,4,13,157
40,4365.83,61,0.32,562.15,4,487.62,1.0,0.27,3,16,136
46,4009.55,6,0.25,691.36,1,554.38,1.0,0.19,3,18,288
60,5401.62,67,0.05,874.02,1,566.92,1.0,0.58,4,18,114
28,3884.44,86,0.23,475.67,4,138.99,0.0,0.27,4,4,52
35,4575.51,92,0.45,556.83,4,344.95,1.0,0.27,2,11,43
64,6732.69,40,0.27,959.5,1,362.43,0.0,0.51,1,12,196
29,3782.94,98,0.3,570.87,4,137.81,1.0,0.21,4,4,17
26,4126.53,79,0.27,500.14,3,61.28,0.0,0.24,3,2,63
27,3756.92,40,0.61,612.39,2,258.41,1.0,0.22,2,8,185
61,6450.05,81,0.39,1077.23,3,322.99,0.0,0.79,3,10,65
34,4516.9,94,0.52,546.82,4,393.9,0.0,0.38,5,13,27
55,5719.52,43,0.48,788.97,1,470.65,0.0,0.49,4,15,187
24,4720.02,35,0.37,798.22,2,179.2,0.0,0.4,5,5,201
63,3575.64,57,0.71,603.34,1,304.55,0.0,0.53,5,10,138
30,4986.92,10,0.31,811.64,1,422.65,0.0,0.5,4,14,274
